ref,archive,media_count,classification,building_id,class_method,verification,third_party_credit_flag,visual_file_inspected
F0001,False,1,BATIMENT_NOMME_AUTO,palais-maestro-serrano,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0002,False,1,BATIMENT_NOMME_AUTO,chiosco-ribaudo,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0003,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0004,False,1,BATIMENT_NOMME_AUTO,farmacia-carme,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0005,False,1,BATIMENT_NOMME_AUTO,villino-florio,named_alias,NOM_EXPLICITE_LEGENDE,False,True
F0006,False,1,BATIMENT_NOMME_AUTO,gare-nord-valence,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0007,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0008,False,1,BATIMENT_NOMME_AUTO,maison-bergeret,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0009,False,1,BATIMENT_NOMME_AUTO,maison-huot,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,False
F0010,False,1,AMBIGU_IDENTITE,,named_alias,A_EXAMINER,False,False
F0011,False,1,BATIMENT_NOMME_AUTO,villa-empain,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0012,False,1,BATIMENT_NOMME_AUTO,casina-cinese,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,False
F0013,False,1,BATIMENT_NOMME_AUTO,villino-florio,named_alias,NOM_EXPLICITE_LEGENDE,False,True
F0014,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0015,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0016,False,1,BATIMENT_NOMME_AUTO,gare-nord-valence,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0017,False,1,BATIMENT_NOMME_AUTO,villino-florio,named_alias,NOM_EXPLICITE_LEGENDE,False,True
F0018,False,1,BATIMENT_NOMME_AUTO,villino-florio,named_alias,NOM_EXPLICITE_LEGENDE,False,True
F0019,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0020,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0021,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0022,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0023,False,1,BATIMENT_NOMME_AUTO,maison-beeckman,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0024,False,1,BATIMENT_NOMME_AUTO,casa-segarra,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0025,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0026,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0027,False,1,BATIMENT_NOMME_AUTO,villino-florio,named_alias,NOM_EXPLICITE_LEGENDE,False,True
F0028,False,1,BATIMENT_NOMME_AUTO,maison-huot,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,False
F0029,False,3,BATIMENT_NOMME_AUTO,casina-cinese,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,True
F0030,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0031,False,1,BATIMENT_NOMME_AUTO,casina-cinese,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,False
F0032,False,1,BATIMENT_NOMME_AUTO,mercado-colon,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0033,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0034,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0035,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0036,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0037,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0038,False,1,BATIMENT_NOMME_AUTO,palau-mar-valence,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0039,False,1,BATIMENT_NOMME_AUTO,engelbrektskyrkan,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0040,False,1,BATIMENT_NOMME_AUTO,mercado-colon,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0041,False,1,BATIMENT_NOMME_AUTO,casa-punt-gantxo,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0042,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0043,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0044,False,1,BATIMENT_NOMME_AUTO,dramaten-stockholm,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0045,False,1,BATIMENT_NOMME_AUTO,centralbadet,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0046,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0047,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0048,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0049,False,1,BATIMENT_NOMME_AUTO,maison-saint-cyr,named_alias,IDENTITE_CIBLEE_VERIFIEE_LOT_PRECEDENT,False,False
F0050,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0051,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0052,False,1,BATIMENT_NOMME_AUTO,cimetiere-preville,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0053,False,1,BATIMENT_NOMME_AUTO,villa-resoart,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0054,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0055,False,1,BATIMENT_NOMME_AUTO,maison-ambassadeur,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0056,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0057,False,1,BATIMENT_NOMME_AUTO,hotel-terminus-carcassonne,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0058,False,1,BATIMENT_NOMME_AUTO,casa-mila,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0059,False,1,BATIMENT_NOMME_AUTO,maison-spitzer,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,False
F0060,False,1,BATIMENT_NOMME_AUTO,maison-huot,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,True
F0061,False,1,BATIMENT_NOMME_AUTO,eglise-sainte-therese-wattrelos,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,True
F0062,False,1,BATIMENT_NOMME_AUTO,maison-coilliot-lille,named_alias,IDENTITE_COMPATIBLE_ARTICLE_SITE,False,False
F0063,False,1,BATIMENT_NOMME_AUTO,cimetiere-preville,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0064,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0065,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0066,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0067,False,1,BATIMENT_NOMME_AUTO,immeuble-rue-abbeville,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0068,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0069,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0070,False,4,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0071,False,3,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0072,False,6,BATIMENT_NOMME_AUTO,pavillon-aquarium-nancy,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0073,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0074,False,1,BATIMENT_NOMME_AUTO,immeuble-marconi,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0075,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0076,False,1,BATIMENT_NOMME_AUTO,villa-glycines,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0077,False,2,AMBIGU_COMPARAISON,,named_alias,A_EXAMINER,False,False
F0078,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0079,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0080,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0081,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0082,False,1,BATIMENT_NOMME_AUTO,maison-huot,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,False
F0083,False,1,BATIMENT_NOMME_AUTO,casa-rusca,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0084,False,1,BATIMENT_NOMME_AUTO,maison-ducret,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0085,False,1,BATIMENT_NOMME_AUTO,maison-huot,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,False
F0086,False,1,BATIMENT_NOMME_AUTO,pod-kalamburem,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0087,False,1,BATIMENT_NOMME_AUTO,maison-huot,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,True
F0088,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0089,False,1,BATIMENT_NOMME_AUTO,villa-majorelle,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0090,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0091,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0092,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0093,False,10,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0094,False,1,BATIMENT_NOMME_AUTO,cimetiere-preville,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0095,False,1,AMBIGU_MULTISUJET,,rule_collision,A_EXAMINER,False,False
F0096,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0097,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0098,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0099,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0100,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0101,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0102,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0103,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0104,False,1,BATIMENT_NOMME_AUTO,immeuble-marconi,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0105,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0106,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0107,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0108,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0109,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0110,False,1,BATIMENT_NOMME_AUTO,palau-musica-catalana,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0111,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0112,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0113,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0114,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0115,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0116,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0117,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0118,False,1,BATIMENT_NOMME_AUTO,station-guimard-gare-nord,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0119,False,1,BATIMENT_NOMME_AUTO,hotel-postes,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0120,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0121,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0122,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0123,False,1,BATIMENT_NOMME_AUTO,teatro-kursaal-santalucia,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0124,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0125,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0126,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0127,False,1,BATIMENT_NOMME_AUTO,teatro-kursaal-santalucia,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0128,False,1,BATIMENT_NOMME_AUTO,palau-musica-catalana,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0129,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0130,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0131,False,1,BATIMENT_NOMME_AUTO,maison-mouettes-anvers,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0132,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0133,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0134,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0135,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0136,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0137,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0138,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0139,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0140,False,1,BATIMENT_NOMME_AUTO,maison-van-hoecke,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0141,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0142,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0143,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0144,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0145,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0146,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0147,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0148,False,1,BATIMENT_NOMME_AUTO,villa-cavrois,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0149,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0150,False,3,BATIMENT_NOMME_AUTO,maison-spitzer,named_alias,SERIE_MULTIVUES_VERIFIEE_PARTIELLEMENT,False,True
F0151,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0152,False,3,BATIMENT_NOMME_AUTO,palazzo-gazzetta,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0153,False,1,BATIMENT_NOMME_AUTO,maison-de-poore,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0154,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0155,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0156,False,1,AMBIGU_IDENTITE,,named_alias,A_EXAMINER,False,False
F0157,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0158,False,1,BATIMENT_NOMME_AUTO,teatro-kursaal-santalucia,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0159,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0160,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0161,False,1,BATIMENT_NOMME_AUTO,theatre-margherita,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0162,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0163,False,1,BATIMENT_NOMME_AUTO,patisserie-escriba,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0164,False,1,BATIMENT_NOMME_AUTO,hotel-gellert,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0165,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0166,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0167,False,1,BATIMENT_NOMME_AUTO,palais-baron-quadras,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0168,False,1,BATIMENT_NOMME_AUTO,casa-jeroni-granell,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0169,False,1,BATIMENT_NOMME_AUTO,casa-mila,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0170,False,1,BATIMENT_NOMME_AUTO,farmacia-bruc,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0171,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0172,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0173,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0174,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0175,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0176,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0177,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0178,False,1,BATIMENT_NOMME_AUTO,casa-fajol,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0179,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0180,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0181,False,1,BATIMENT_NOMME_AUTO,musee-art-nouveau-riga,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0182,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0183,False,1,BATIMENT_NOMME_AUTO,villa-nelly,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0184,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0185,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0186,False,1,BATIMENT_NOMME_AUTO,casa-montserrat,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0187,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0188,False,1,BATIMENT_NOMME_AUTO,villa-nelly,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0189,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0190,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0191,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0192,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0193,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0194,False,1,BATIMENT_NOMME_AUTO,lhuitriere-lille,named_alias,IDENTITE_COMPATIBLE_ARTICLE_SITE,False,False
F0195,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0196,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0197,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0198,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0199,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0200,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0201,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0202,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0203,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0204,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0205,False,1,BATIMENT_NOMME_AUTO,maison-saint-cyr,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0206,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0207,False,1,BATIMENT_NOMME_AUTO,lhuitriere-lille,named_alias,IDENTITE_COMPATIBLE_ARTICLE_SITE,False,False
F0208,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0209,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0210,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0211,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0212,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0213,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0214,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0215,False,1,BATIMENT_NOMME_AUTO,maison-coilliot-lille,named_alias,IDENTITE_COMPATIBLE_ARTICLE_SITE,False,False
F0216,False,1,BATIMENT_NOMME_AUTO,magasin-niguet,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0217,False,1,BATIMENT_NOMME_AUTO,maison-saint-cyr,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0218,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0219,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0220,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0221,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0222,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0223,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0224,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0225,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0226,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0227,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0228,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,True,False
F0229,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0230,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0231,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0232,False,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
F0233,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0234,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0235,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0236,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0237,False,1,BATIMENT_NOMME_AUTO,maison-saint-cyr,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0238,False,1,BATIMENT_NOMME_AUTO,maison-cauchie,named_alias,NOM_EXPLICITE_LEGENDE,False,False
F0239,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0240,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0241,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0242,False,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
F0243,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0244,False,1,AUTRE_CONTENU,,non_identifiable_message,CATEGORIE_AUTO,False,False
F0245,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0246,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0247,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0248,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0249,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0250,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0251,False,1,BATIMENT_NOMME_AUTO,maison-delune-maitre-verrier,named_alias,IDENTITE_COMPATIBLE_ARTICLE_SITE,False,False
F0252,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0253,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
F0254,False,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
